entity_id,type,code,canonical_name,tier,market_cap_bil,aliases,parent,gics1,gics2,gics3,sources
TICKER:HAH,TICKER,HAH,CTCP Vận tải và Xếp dỡ Hải An,1,8623.23,CTCP Vận tải và Xếp dỡ Hải An | Vận tải và Xếp dỡ Hải An,,Công nghiệp,Cơ sở hạ tầng giao thông vận tải,Dịch vụ cảng biển,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HAI,TICKER,HAI,CTCP Nông dược H.A.I,2,274.02,CTCP Nông dược H.A.I | Nông dược H.A.I,,nan,nan,nan,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HAM,TICKER,HAM,CTCP Vật tư Hậu Giang,1,612.42,CTCP Vật tư Hậu Giang | Vật tư Hậu Giang,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HAN,TICKER,HAN,Tổng Công ty Xây dựng Hà Nội - CTCP,1,1071.96,Tổng Công ty Xây dựng Hà Nội - CTCP | Xây dựng Hà Nội,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HAP,TICKER,HAP,CTCP Tập đoàn Hapaco,1,818.75,CTCP Tập đoàn Hapaco | Hapaco,,Nguyên vật liệu,Giấy và các sản phẩm từ gỗ,Giấy,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HAR,TICKER,HAR,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,2,238.25,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền | Đầu tư Thương mại Bất động sản An Dương Thảo Điền,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HAX,TICKER,HAX,CTCP Dịch vụ Ô tô Hàng Xanh,1,887.45,CTCP Dịch vụ Ô tô Hàng Xanh | Dịch vụ Ô tô Hàng Xanh,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HBC,TICKER,HBC,CTCP Tập đoàn Xây dựng Hòa Bình,1,1215.25,CTCP Tập đoàn Xây dựng Hòa Bình | Xây dựng Hòa Bình,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HBS,TICKER,HBS,CTCP Chứng khoán Hòa Bình,2,122.1,CTCP Chứng khoán Hòa Bình | Chứng khoán Hòa Bình,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HC1,TICKER,HC1,CTCP Xây dựng Số 1 Hà Nội,2,102.4,CTCP Xây dựng Số 1 Hà Nội | Xây dựng Số 1 Hà Nội,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HC3,TICKER,HC3,CTCP Xây dựng Số 3 Hải Phòng,1,517.14,CTCP Xây dựng Số 3 Hải Phòng | Xây dựng Số 3 Hải Phòng,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Khách sạn, nhà hàng & Giải trí",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HCC,TICKER,HCC,CTCP Bê tông Hòa Cầm - Intimex,2,164.2,CTCP Bê tông Hòa Cầm - Intimex | Bê tông Hòa Cầm - Intimex,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HCD,TICKER,HCD,CTCP Đầu tư Sản xuất và Thương mại HCD,2,293.36,CTCP Đầu tư Sản xuất và Thương mại HCD | Đầu tư Sản xuất và Thương mại HCD,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HCM,TICKER,HCM,CTCP Chứng khoán Thành phố Hồ Chí Minh,1,33411.16,CTCP Chứng khoán Thành phố Hồ Chí Minh | Chứng khoán Thành phố Hồ Chí Minh | Chứng khoán HSC,,Tài chính,Công ty chứng khoán,Công ty chứng khoán,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HD6,TICKER,HD6,CTCP Đầu tư và Phát triển Nhà Số 6 Hà Nội,2,113.4,CTCP Đầu tư và Phát triển Nhà Số 6 Hà Nội | Đầu tư và Phát triển Nhà Số 6 Hà Nội,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HDA,TICKER,HDA,CTCP Hãng sơn Đông Á,2,197.34,CTCP Hãng sơn Đông Á | Hãng sơn Đông Á,,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HDB,TICKER,HDB,Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh,1,134141.4,Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh | Phát triển Thành phố Hồ Chí Minh | HDBank,,Tài chính,Ngân hàng,Ngân hàng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HDC,TICKER,HDC,CTCP Phát triển Nhà Bà Rịa - Vũng Tàu,1,2584.27,CTCP Phát triển Nhà Bà Rịa - Vũng Tàu | Phát triển Nhà Bà Rịa - Vũng Tàu,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HDG,TICKER,HDG,CTCP Tập đoàn Hà Đô,1,6348.53,CTCP Tập đoàn Hà Đô | Hà Đô,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HDM,TICKER,HDM,CTCP Dệt may Huế,1,633.03,CTCP Dệt may Huế | Dệt may Huế,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Dệt may & Trang phục, phụ kiện",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HDP,TICKER,HDP,CTCP Dược Hà Tĩnh,2,257.3,CTCP Dược Hà Tĩnh | Dược Hà Tĩnh,,Y tế,Dược phẩm & Công nghệ sinh học,Dược phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HDW,TICKER,HDW,CTCP Kinh doanh Nước sạch Hải Dương,1,498.91,CTCP Kinh doanh Nước sạch Hải Dương | Kinh doanh Nước sạch Hải Dương,,Dịch vụ công cộng,Dịch vụ công cộng,Nước,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HEC,TICKER,HEC,CTCP Tư vấn Xây dựng Thủy Lợi II,1,330.0,CTCP Tư vấn Xây dựng Thủy Lợi II | Tư vấn Xây dựng Thủy Lợi II,,Công nghiệp,Các dịch vụ thương mại và chuyên biệt,Dịch vụ tư vấn & nghiên cứu,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HES,TICKER,HES,CTCP Dịch vụ Giải trí Hà Nội,2,145.04,CTCP Dịch vụ Giải trí Hà Nội | Dịch vụ Giải trí Hà Nội,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Khách sạn, nhà hàng & Giải trí",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HGM,TICKER,HGM,CTCP Cơ khí và Khoáng sản Hà Giang,1,1411.2,CTCP Cơ khí và Khoáng sản Hà Giang | Cơ khí và Khoáng sản Hà Giang,,Nguyên vật liệu,Kim loại & Khai khoáng,Kim loại không chứa sắt,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HGT,TICKER,HGT,CTCP Du lịch Hương Giang,2,242.0,CTCP Du lịch Hương Giang | Du lịch Hương Giang,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Khách sạn, nhà hàng & Giải trí",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HHB,TICKER,HHB,CTCP Bia Hà Nội - Hồng Hà,1,300.0,CTCP Bia Hà Nội - Hồng Hà | Bia Hà Nội - Hồng Hà,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Đồ uống,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HHC,TICKER,HHC,CTCP Bánh kẹo Hải Hà,1,1297.58,CTCP Bánh kẹo Hải Hà | Bánh kẹo Hải Hà,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HHP,TICKER,HHP,CTCP HHP Global,1,1567.05,CTCP HHP Global | HHP Global,,Nguyên vật liệu,Giấy và các sản phẩm từ gỗ,Giấy,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HHS,TICKER,HHS,CTCP Đầu tư Dịch vụ Hoàng Huy,1,4233.46,CTCP Đầu tư Dịch vụ Hoàng Huy | Đầu tư Dịch vụ Hoàng Huy,,Hàng tiêu dùng không thiết yếu,Ô tô & Phụ tùng,Nhà sản xuất ô tô và thiết bị ô tô,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HHV,TICKER,HHV,CTCP Đầu tư Hạ tầng Giao thông Đèo Cả,1,5342.96,CTCP Đầu tư Hạ tầng Giao thông Đèo Cả | Đầu tư Hạ tầng Giao thông Đèo Cả,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HID,TICKER,HID,CTCP Halcom Việt Nam,1,355.38,CTCP Halcom Việt Nam | Halcom Việt Nam,,Hàng tiêu dùng không thiết yếu,Bán lẻ,Bán lẻ,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HIG,TICKER,HIG,CTCP Tập đoàn HIPT,2,286.5,CTCP Tập đoàn HIPT | HIPT,,Công nghệ,Phần mềm,Phần mềm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HII,TICKER,HII,CTCP An Tiến Industries,1,806.61,CTCP An Tiến Industries | An Tiến Industries,,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HIO,TICKER,HIO,CTCP Helio Energy,1,306.6,CTCP Helio Energy | Helio Energy,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HJS,TICKER,HJS,CTCP Thủy điện Nậm Mu,1,522.9,CTCP Thủy điện Nậm Mu | Thủy điện Nậm Mu,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HKT,TICKER,HKT,CTCP QP Holdings,1,481.89,CTCP QP Holdings | QP Holdings,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HLB,TICKER,HLB,CTCP Bia và Nước giải khát Hạ Long,1,2125.92,CTCP Bia và Nước giải khát Hạ Long | Bia và Nước giải khát Hạ Long,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Đồ uống,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HLC,TICKER,HLC,CTCP Than Hà Lầm - Vinacomin,2,256.69,CTCP Than Hà Lầm - Vinacomin | Than Hà Lầm - Vinacomin,,Năng lượng,Năng lượng,Than đá và nhiên liệu khác,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HLD,TICKER,HLD,CTCP Đầu tư và Phát triển Bất động sản Hudland,1,753.5,CTCP Đầu tư và Phát triển Bất động sản Hudland | Đầu tư và Phát triển Bất động sản Hudland,,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản phức hợp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HLO,TICKER,HLO,CTCP Công nghệ Ha Lô,2,193.6,CTCP Công nghệ Ha Lô | Công nghệ Ha Lô,,Công nghiệp,Tư liệu sản xuất,Máy công nghiệp,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HLS,TICKER,HLS,CTCP Sứ Kỹ thuật Hoàng Liên Sơn,2,178.71,CTCP Sứ Kỹ thuật Hoàng Liên Sơn | Sứ Kỹ thuật Hoàng Liên Sơn,,Công nghiệp,Tư liệu sản xuất,Thiết bị điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HMC,TICKER,HMC,CTCP Kim khí Thành phố Hồ Chí Minh - VNSTEEL,2,292.11,CTCP Kim khí Thành phố Hồ Chí Minh - VNSTEEL | Kim khí Thành phố Hồ Chí Minh - VNSTEEL,,Nguyên vật liệu,Kim loại & Khai khoáng,Kim loại không chứa sắt,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HMH,TICKER,HMH,CTCP Hải Minh,2,209.02,CTCP Hải Minh | Hải Minh,,Công nghiệp,Vận tải,Hỗ trợ vận tải,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HMS,TICKER,HMS,CTCP Xây dựng Bảo tàng Hồ Chí Minh,1,316.68,CTCP Xây dựng Bảo tàng Hồ Chí Minh | Xây dựng Bảo tàng Hồ Chí Minh,,Công nghiệp,Tư liệu sản xuất,Xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HNA,TICKER,HNA,CTCP Thủy điện Hủa Na,1,4963.4,CTCP Thủy điện Hủa Na | Thủy điện Hủa Na,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HNB,TICKER,HNB,CTCP Bến xe Hà Nội,2,116.85,CTCP Bến xe Hà Nội | Bến xe Hà Nội,,Công nghiệp,Vận tải,Hỗ trợ vận tải,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HND,TICKER,HND,CTCP Nhiệt điện Hải Phòng,1,4700.0,CTCP Nhiệt điện Hải Phòng | Nhiệt điện Hải Phòng,,Dịch vụ công cộng,Dịch vụ công cộng,Điện,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HNF,TICKER,HNF,CTCP Thực phẩm Hữu Nghị,1,702.0,CTCP Thực phẩm Hữu Nghị | Thực phẩm Hữu Nghị,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HNG,TICKER,HNG,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai,1,6873.03,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai | Nông nghiệp Quốc tế Hoàng Anh Gia Lai,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HNI,TICKER,HNI,CTCP May Hữu Nghị,1,706.2,CTCP May Hữu Nghị | May Hữu Nghị,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Dệt may & Trang phục, phụ kiện",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HNM,TICKER,HNM,CTCP Sữa Hà Nội,1,404.04,CTCP Sữa Hà Nội | Sữa Hà Nội,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Thực phẩm,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HNR,TICKER,HNR,CTCP Rượu và Nước giải khát Hà Nội,2,240.0,CTCP Rượu và Nước giải khát Hà Nội | Rượu và Nước giải khát Hà Nội,,Hàng tiêu dùng thiết yếu,Thực phẩm & Đồ uống,Đồ uống,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HOM,TICKER,HOM,CTCP Xi măng VICEM Hoàng Mai,2,280.79,CTCP Xi măng VICEM Hoàng Mai | Xi măng VICEM Hoàng Mai,,Nguyên vật liệu,Vật liệu xây dựng,Vật liệu xây dựng,company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
TICKER:HOT,TICKER,HOT,CTCP Du lịch - Dịch vụ Hội An,2,180.0,CTCP Du lịch - Dịch vụ Hội An | Du lịch - Dịch vụ Hội An,,Hàng tiêu dùng không thiết yếu,Hàng tiêu dùng lâu bền và trang phục,"Khách sạn, nhà hàng & Giải trí",company_data/company_name.xlsx ; trading_data/market_caps.parquet ; trading_data/os.xlsx ; industry_classification/industry_classification.xlsx
